Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Suiteone,Chrome 65.0.3325.162,,2018-03-16 15:03:27,2018-03-16 15:04:19,52.586s,PASSED
,,,,,,
Test Cases/Testing_Alert_First_page,Chrome 65.0.3325.162,,2018-03-16 15:03:29,2018-03-16 15:04:19,50.674s,PASSED
openBrowser,Chrome 65.0.3325.162,,2018-03-16 15:03:30,2018-03-16 15:03:39,8.412s,PASSED
navigateToUrl,Chrome 65.0.3325.162,,2018-03-16 15:03:39,2018-03-16 15:04:01,22.517s,PASSED
setText,Chrome 65.0.3325.162,,2018-03-16 15:04:01,2018-03-16 15:04:02,0.939s,PASSED
setText,Chrome 65.0.3325.162,,2018-03-16 15:04:02,2018-03-16 15:04:02,0.376s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:02,2018-03-16 15:04:03,0.225s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:03,2018-03-16 15:04:09,6.373s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:09,2018-03-16 15:04:10,0.961s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:10,2018-03-16 15:04:10,0.282s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:10,2018-03-16 15:04:10,0.188s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:10,2018-03-16 15:04:11,0.262s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:11,2018-03-16 15:04:11,0.130s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:11,2018-03-16 15:04:11,0.422s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:11,2018-03-16 15:04:12,0.292s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:12,2018-03-16 15:04:12,0.334s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:12,2018-03-16 15:04:12,0.223s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:12,2018-03-16 15:04:12,0.263s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:12,2018-03-16 15:04:13,0.175s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:13,2018-03-16 15:04:13,0.332s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:13,2018-03-16 15:04:13,0.184s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:13,2018-03-16 15:04:13,0.235s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:13,2018-03-16 15:04:13,0.133s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:13,2018-03-16 15:04:14,0.260s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:14,2018-03-16 15:04:14,0.152s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:14,2018-03-16 15:04:14,0.310s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:14,2018-03-16 15:04:14,0.189s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:14,2018-03-16 15:04:15,0.287s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:15,2018-03-16 15:04:15,0.163s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:15,2018-03-16 15:04:15,0.274s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:15,2018-03-16 15:04:15,0.299s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:15,2018-03-16 15:04:16,0.341s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:16,2018-03-16 15:04:16,0.278s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:16,2018-03-16 15:04:16,0.235s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:16,2018-03-16 15:04:16,0.236s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:16,2018-03-16 15:04:17,0.296s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:17,2018-03-16 15:04:17,0.246s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:17,2018-03-16 15:04:17,0.477s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:17,2018-03-16 15:04:18,0.167s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:18,2018-03-16 15:04:18,0.302s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:18,2018-03-16 15:04:18,0.148s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:18,2018-03-16 15:04:18,0.312s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:18,2018-03-16 15:04:19,0.178s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:19,2018-03-16 15:04:19,0.269s,PASSED
click,Chrome 65.0.3325.162,,2018-03-16 15:04:19,2018-03-16 15:04:19,0.327s,PASSED
closeBrowser,Chrome 65.0.3325.162,,2018-03-16 15:04:19,2018-03-16 15:04:19,0.170s,PASSED
