Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Suiteone,Chrome 65.0.3325.181,,2018-04-05 10:07:17,2018-04-05 10:08:06,49.351s,PASSED
,,,,,,
Test Cases/Testing_Alert_First_page,Chrome 65.0.3325.181,,2018-04-05 10:07:18,2018-04-05 10:08:06,47.848s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-04-05 10:07:19,2018-04-05 10:07:26,6.734s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-04-05 10:07:26,2018-04-05 10:07:31,5.103s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-05 10:07:31,2018-04-05 10:07:32,0.625s,PASSED
setText,Chrome 65.0.3325.181,,2018-04-05 10:07:32,2018-04-05 10:07:32,0.399s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:32,2018-04-05 10:07:32,0.239s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:32,2018-04-05 10:07:51,18.439s,PASSED
takeScreenshot,Chrome 65.0.3325.181,,2018-04-05 10:07:51,2018-04-05 10:07:51,0.420s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:51,2018-04-05 10:07:52,0.453s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:52,2018-04-05 10:07:53,0.786s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:53,2018-04-05 10:07:53,0.148s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:53,2018-04-05 10:07:53,0.265s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:53,2018-04-05 10:07:53,0.315s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:53,2018-04-05 10:07:54,0.303s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:54,2018-04-05 10:07:54,0.334s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:54,2018-04-05 10:07:54,0.275s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:54,2018-04-05 10:07:54,0.154s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:54,2018-04-05 10:07:55,0.703s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:55,2018-04-05 10:07:55,0.111s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:55,2018-04-05 10:07:56,0.709s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:56,2018-04-05 10:07:56,0.176s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:56,2018-04-05 10:07:57,0.699s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:57,2018-04-05 10:07:57,0.343s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:57,2018-04-05 10:07:57,0.418s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:57,2018-04-05 10:07:58,0.271s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:58,2018-04-05 10:07:58,0.311s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:58,2018-04-05 10:07:58,0.163s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:58,2018-04-05 10:07:59,0.682s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:59,2018-04-05 10:07:59,0.096s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:07:59,2018-04-05 10:08:00,0.628s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:00,2018-04-05 10:08:00,0.203s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:00,2018-04-05 10:08:00,0.632s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:00,2018-04-05 10:08:01,0.163s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:01,2018-04-05 10:08:01,0.717s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:01,2018-04-05 10:08:02,0.215s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:02,2018-04-05 10:08:02,0.649s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:02,2018-04-05 10:08:02,0.250s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:02,2018-04-05 10:08:03,0.730s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:03,2018-04-05 10:08:03,0.103s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:03,2018-04-05 10:08:04,0.692s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:04,2018-04-05 10:08:04,0.100s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:04,2018-04-05 10:08:05,0.651s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:05,2018-04-05 10:08:05,0.132s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:05,2018-04-05 10:08:06,0.767s,PASSED
click,Chrome 65.0.3325.181,,2018-04-05 10:08:06,2018-04-05 10:08:06,0.118s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-04-05 10:08:06,2018-04-05 10:08:06,0.092s,PASSED
