Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Suiteone,Chrome 65.0.3325.162,,2018-03-19 12:11:12,2018-03-19 12:11:53,40.299s,PASSED
,,,,,,
Test Cases/Testing_Alert_First_page,Chrome 65.0.3325.162,,2018-03-19 12:11:14,2018-03-19 12:11:53,38.835s,PASSED
openBrowser,Chrome 65.0.3325.162,,2018-03-19 12:11:15,2018-03-19 12:11:21,5.527s,PASSED
navigateToUrl,Chrome 65.0.3325.162,,2018-03-19 12:11:21,2018-03-19 12:11:31,10.389s,PASSED
setText,Chrome 65.0.3325.162,,2018-03-19 12:11:31,2018-03-19 12:11:31,0.438s,PASSED
setText,Chrome 65.0.3325.162,,2018-03-19 12:11:31,2018-03-19 12:11:32,0.333s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:32,2018-03-19 12:11:32,0.343s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:32,2018-03-19 12:11:39,6.433s,PASSED
takeScreenshot,Chrome 65.0.3325.162,,2018-03-19 12:11:39,2018-03-19 12:11:39,0.871s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:39,2018-03-19 12:11:40,0.376s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:40,2018-03-19 12:11:41,0.836s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:41,2018-03-19 12:11:41,0.236s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:41,2018-03-19 12:11:42,0.851s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:42,2018-03-19 12:11:42,0.448s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:42,2018-03-19 12:11:43,0.460s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:43,2018-03-19 12:11:43,0.272s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:43,2018-03-19 12:11:43,0.479s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:43,2018-03-19 12:11:44,0.229s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:44,2018-03-19 12:11:44,0.406s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:44,2018-03-19 12:11:44,0.291s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:44,2018-03-19 12:11:45,0.446s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:45,2018-03-19 12:11:45,0.288s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:45,2018-03-19 12:11:45,0.437s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:45,2018-03-19 12:11:46,0.277s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:46,2018-03-19 12:11:46,0.500s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:46,2018-03-19 12:11:47,0.236s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:47,2018-03-19 12:11:47,0.432s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:47,2018-03-19 12:11:47,0.265s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:47,2018-03-19 12:11:48,0.433s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:48,2018-03-19 12:11:48,0.246s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:48,2018-03-19 12:11:48,0.451s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:48,2018-03-19 12:11:49,0.517s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:49,2018-03-19 12:11:49,0.315s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:49,2018-03-19 12:11:49,0.224s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:49,2018-03-19 12:11:50,0.432s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:50,2018-03-19 12:11:50,0.215s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:50,2018-03-19 12:11:50,0.154s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:50,2018-03-19 12:11:50,0.131s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:50,2018-03-19 12:11:51,0.741s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:51,2018-03-19 12:11:51,0.091s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:51,2018-03-19 12:11:51,0.175s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:51,2018-03-19 12:11:51,0.163s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:51,2018-03-19 12:11:52,0.206s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:52,2018-03-19 12:11:52,0.300s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:52,2018-03-19 12:11:52,0.281s,PASSED
click,Chrome 65.0.3325.162,,2018-03-19 12:11:52,2018-03-19 12:11:53,0.285s,PASSED
closeBrowser,Chrome 65.0.3325.162,,2018-03-19 12:11:53,2018-03-19 12:11:53,0.092s,PASSED
